origin,destination,distance,transport_mode,base_lead_time,chaos_severity,event_type,actual_travel_time
WH_CHICAGO,WH_NY,1140,Road,2,3,Severe Weather,3.24
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Piracy Threat,31.76
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,5,Piracy Threat,14.75
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Congestion,8.3
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Severe Weather,3.55
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Piracy Threat,2.45
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Piracy Threat,2.94
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.0
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Severe Weather,2.53
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,13.91
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Congestion,6.74
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,16.78
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Port Strike,9.11
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Severe Weather,4.53
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Severe Weather,2.38
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Equipment Failure,2.79
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Port Strike,10.58
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.18
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,5.27
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,6,Piracy Threat,3.65
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.01
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Port Strike,15.17
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Port Strike,2.78
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Piracy Threat,2.61
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Congestion,9.19
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Piracy Threat,2.01
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Piracy Threat,21.62
WH_CHICAGO,WH_NY,1140,Road,2,6,Equipment Failure,3.92
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Congestion,3.69
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Severe Weather,8.76
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Congestion,2.88
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,8,Congestion,31.96
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Port Strike,21.81
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Piracy Threat,2.83
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Piracy Threat,10.33
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Piracy Threat,3.5
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Equipment Failure,5.53
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,8,Equipment Failure,5.18
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Piracy Threat,2.02
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Equipment Failure,14.18
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Congestion,3.14
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,14.5
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Piracy Threat,5.85
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Congestion,12.19
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Piracy Threat,2.61
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Severe Weather,6.5
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Severe Weather,10.24
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Congestion,2.37
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Equipment Failure,2.27
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Piracy Threat,28.68
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Severe Weather,1.53
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Piracy Threat,1.26
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Equipment Failure,23.05
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Equipment Failure,13.31
WH_CHICAGO,WH_NY,1140,Road,2,9,Piracy Threat,5.44
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,1,Severe Weather,2.18
PORT_SHANGHAI,PORT_LA,10500,Sea,14,5,Equipment Failure,21.99
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Port Strike,17.33
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Equipment Failure,12.02
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Severe Weather,12.22
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Piracy Threat,58.93
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,1.71
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Severe Weather,2.11
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Equipment Failure,2.02
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,6,Equipment Failure,44.84
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Port Strike,4.67
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.69
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Severe Weather,4.67
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Congestion,14.04
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Equipment Failure,5.17
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Congestion,19.9
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Port Strike,8.54
WH_CHICAGO,WH_NY,1140,Road,2,5,Congestion,4.02
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Port Strike,1.61
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Severe Weather,11.07
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Equipment Failure,9.47
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,4.56
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Piracy Threat,3.33
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.33
WH_CHICAGO,WH_NY,1140,Road,2,7,Equipment Failure,4.13
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Piracy Threat,15.87
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Piracy Threat,6.72
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Port Strike,7.55
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.05
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Piracy Threat,3.04
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Port Strike,8.53
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Congestion,8.2
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.3
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Equipment Failure,9.69
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Severe Weather,2.58
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Severe Weather,4.33
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Severe Weather,6.99
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Severe Weather,28.95
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,0.84
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Piracy Threat,7.27
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Equipment Failure,8.32
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.58
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.58
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Congestion,16.44
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Port Strike,3.08
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,4,Piracy Threat,3.6
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Severe Weather,29.9
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Piracy Threat,22.07
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Congestion,2.11
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,14.76
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,4.53
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Congestion,2.42
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Congestion,4.3
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Port Strike,1.27
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Equipment Failure,48.79
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Congestion,1.67
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.88
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Equipment Failure,11.07
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Congestion,39.2
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.91
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Piracy Threat,4.28
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Equipment Failure,12.02
WH_CHICAGO,WH_NY,1140,Road,2,8,Port Strike,4.28
WH_CHICAGO,WH_NY,1140,Road,2,1,Equipment Failure,2.94
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Severe Weather,53.4
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Severe Weather,9.33
WH_CHICAGO,WH_NY,1140,Road,2,2,Piracy Threat,3.26
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Piracy Threat,27.1
PORT_SHANGHAI,PORT_LA,10500,Sea,14,4,Piracy Threat,23.6
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Equipment Failure,7.45
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Severe Weather,57.83
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Equipment Failure,17.07
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Congestion,4.06
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Severe Weather,2.53
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Port Strike,30.0
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.13
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,6,Equipment Failure,4.87
WH_CHICAGO,WH_NY,1140,Road,2,4,Port Strike,3.17
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Congestion,2.68
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Severe Weather,3.83
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Port Strike,29.61
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Piracy Threat,21.35
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Piracy Threat,1.32
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Port Strike,7.37
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.51
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Congestion,2.02
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.3
PORT_SHANGHAI,PORT_LA,10500,Sea,14,5,Equipment Failure,25.32
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Port Strike,2.88
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Piracy Threat,2.12
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Equipment Failure,7.93
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,1.92
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,10,Equipment Failure,31.31
WH_CHICAGO,WH_NY,1140,Road,2,9,Congestion,4.82
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Equipment Failure,1.32
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,0.86
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Severe Weather,7.12
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.29
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Congestion,52.82
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Equipment Failure,8.92
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Port Strike,1.25
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,8,Port Strike,4.14
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,13.63
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Port Strike,2.45
WH_CHICAGO,WH_NY,1140,Road,2,7,Equipment Failure,4.83
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Equipment Failure,27.55
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,1,Port Strike,2.62
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Severe Weather,1.66
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Equipment Failure,2.67
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Port Strike,16.84
WH_CHICAGO,WH_NY,1140,Road,2,9,Piracy Threat,6.31
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Congestion,33.87
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Equipment Failure,4.37
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Congestion,1.74
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Piracy Threat,4.47
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Piracy Threat,3.82
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Equipment Failure,7.66
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Port Strike,4.74
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.25
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Congestion,3.43
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Equipment Failure,4.44
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,21.12
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Severe Weather,32.28
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Congestion,9.2
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Equipment Failure,10.08
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Equipment Failure,39.73
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Severe Weather,2.55
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Congestion,3.2
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Piracy Threat,22.29
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Congestion,32.55
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,5,Severe Weather,10.28
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.43
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Equipment Failure,17.25
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Severe Weather,14.34
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,10,Congestion,32.34
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Piracy Threat,3.64
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Congestion,31.11
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Severe Weather,29.71
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,1.97
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,10,Congestion,21.39
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Equipment Failure,3.7
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Port Strike,8.46
WH_CHICAGO,WH_NY,1140,Road,2,3,Equipment Failure,2.88
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Port Strike,2.83
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Port Strike,4.59
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,5,Piracy Threat,12.41
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Equipment Failure,8.89
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,4.57
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,10,Equipment Failure,20.22
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Congestion,30.62
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Congestion,6.27
WH_CHICAGO,WH_NY,1140,Road,2,2,Port Strike,2.98
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Piracy Threat,2.51
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Port Strike,10.66
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,3.62
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Severe Weather,16.5
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Port Strike,5.29
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Piracy Threat,7.84
WH_CHICAGO,WH_NY,1140,Road,2,6,Piracy Threat,4.18
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.95
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Congestion,2.56
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,1,Piracy Threat,2.24
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Piracy Threat,3.22
PORT_SHANGHAI,PORT_LA,10500,Sea,14,9,Port Strike,37.25
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Equipment Failure,10.92
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Congestion,31.83
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,14.0
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Severe Weather,16.37
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Piracy Threat,24.83
WH_CHICAGO,WH_NY,1140,Road,2,10,Congestion,6.26
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Severe Weather,4.59
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Port Strike,5.51
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Congestion,35.98
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Severe Weather,4.22
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Port Strike,9.83
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Severe Weather,39.25
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Piracy Threat,2.15
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.26
WH_CHICAGO,WH_NY,1140,Road,2,2,Equipment Failure,2.54
WH_CHICAGO,WH_NY,1140,Road,2,2,Piracy Threat,2.31
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Port Strike,2.97
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,5.05
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Piracy Threat,2.45
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Congestion,36.8
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Congestion,9.5
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Congestion,26.6
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Equipment Failure,16.72
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Congestion,12.07
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Equipment Failure,12.13
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Equipment Failure,20.95
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Congestion,12.5
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,1.88
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Piracy Threat,8.34
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Piracy Threat,20.02
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Congestion,3.61
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Piracy Threat,12.08
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Equipment Failure,13.21
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Severe Weather,2.62
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Piracy Threat,10.28
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.15
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.38
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Severe Weather,6.14
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Congestion,3.13
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Congestion,2.06
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.15
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.45
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Port Strike,1.35
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Piracy Threat,9.32
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Piracy Threat,1.64
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Congestion,6.28
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Port Strike,3.31
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,12.22
WH_CHICAGO,WH_NY,1140,Road,2,9,Severe Weather,4.86
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Equipment Failure,10.51
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Severe Weather,19.29
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Equipment Failure,12.38
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Equipment Failure,3.19
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Piracy Threat,5.46
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,5,Equipment Failure,10.43
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Equipment Failure,4.7
PORT_SHANGHAI,PORT_LA,10500,Sea,14,4,Port Strike,30.65
WH_CHICAGO,WH_NY,1140,Road,2,9,Piracy Threat,5.34
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Port Strike,4.48
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Congestion,46.06
WH_CHICAGO,WH_NY,1140,Road,2,9,Severe Weather,5.59
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,11.72
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,5,Piracy Threat,8.75
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Port Strike,6.41
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Port Strike,14.22
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Equipment Failure,15.06
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Congestion,17.67
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,10.87
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,17.19
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Severe Weather,8.22
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Severe Weather,12.15
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Piracy Threat,9.52
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Congestion,8.39
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Congestion,2.64
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Congestion,25.69
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Equipment Failure,3.21
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Congestion,31.15
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Severe Weather,11.83
WH_CHICAGO,WH_NY,1140,Road,2,8,Equipment Failure,4.47
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Port Strike,40.91
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Piracy Threat,2.1
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,5,Severe Weather,10.75
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Equipment Failure,6.16
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,6,Piracy Threat,13.57
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.37
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Port Strike,13.31
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Severe Weather,15.13
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Port Strike,3.64
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Equipment Failure,2.78
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Congestion,53.4
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Equipment Failure,13.25
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Port Strike,18.68
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Congestion,10.96
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Congestion,7.89
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Equipment Failure,3.05
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Congestion,11.12
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.21
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Piracy Threat,22.93
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Port Strike,5.2
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Piracy Threat,1.79
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Severe Weather,1.75
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Piracy Threat,26.74
PORT_LA,WH_CHICAGO,2800,Rail,4,3,Congestion,5.58
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,3.89
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Port Strike,7.08
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Port Strike,31.73
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Piracy Threat,18.87
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Congestion,12.23
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Severe Weather,14.81
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Equipment Failure,32.27
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Piracy Threat,22.01
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.03
